Battery_ID,Cycle_Index,Discharge_Index,Ambient_Temperature,Discharge_Time_Seconds,Max_Temp_Reached,Min_Voltage_Recorded,Voltage_Drop_Rate_V_per_sec,Internal_Resistance_Re,Cycles_Since_Impedance,Capacity_Ahr,SoH,Baseline_Capacity_Ahr,Charge_Rate_Proxy,Time_Since_Reset_Cycles
B0005,256,75,24,3121.907,39.5607631,2.698929864,0.000480434,0.050282564,1,1.590369231,0.8566549996570109,1.856487421,0.480434,1
B0005,260,76,24,3122.125,39.63708096,2.66824665,0.000490213,0.049920078,1,1.585788997,0.8541878490864281,1.856487421,0.49021299999999995,1
B0005,264,77,24,3121.672,39.43977048,2.647920728,0.000497294,0.050079964,1,1.584943071,0.8537321896564577,1.856487421,0.497294,1
B0005,266,78,24,3120.86,39.83902226,2.674163386,0.000489276,0.050079964,3,1.595526389,0.8594329112882257,1.856487421,0.489276,3
B0005,270,79,24,3103.828,39.4179495,2.689252896,0.000486141,0.054873202,1,1.574730175,0.8482309964436867,1.856487421,0.486141,1
B0005,274,80,24,3095.094,39.26278168,2.688809123,0.000487777,0.0552405,1,1.564901995,0.8429370311365013,1.856487421,0.487777,1
B0005,278,81,24,3095.781,39.4723784,2.674355599,0.00049244,0.055080368,1,1.559765947,0.8401704904414755,1.856487421,0.49244000000000004,1
B0005,282,82,24,3094.328,40.03754147,2.643029496,0.000502562,0.054845785,1,1.559481567,0.8400173086871672,1.856487421,0.5025620000000001,1
B0005,286,83,24,3086.531,40.14273016,2.658485845,0.000498888,0.058089493,1,1.554689354,0.8374359752798993,1.856487421,0.49888799999999994,1
B0005,290,84,24,3085.625,40.11656267,2.629782174,0.000508249,0.056399994,1,1.548874108,0.8343035834660794,1.856487421,0.508249,1
B0005,294,85,24,3067.203,39.87503331,2.662296765,0.000501027,0.057159148,1,1.538236599,0.8285736717631118,1.856487421,0.501027,1
B0005,298,86,24,3058.157,39.61961987,2.682380967,0.000495491,0.056998794,1,1.527914258,0.823013525821245,1.856487421,0.495491,1
B0005,302,87,24,3058.812,40.06732467,2.640189477,0.000509156,0.057915947,1,1.528525263,0.8233426446685307,1.856487421,0.5091559999999999,1
B0005,306,88,24,3058.578,40.24716717,2.693769409,0.000491803,0.058583189,1,1.522647325,0.8201764837058921,1.856487421,0.491803,1
B0005,310,89,24,3049.328,40.30253126,2.695787451,0.000492691,0.056844112,1,1.517485994,0.8173963242813699,1.856487421,0.492691,1
B0005,313,90,24,3177.219,40.09418103,2.692054817,0.000481826,0.056672035,1,1.605818899,0.8649769887129227,1.856487421,0.481826,1
B0005,316,91,24,3082.937,40.52238496,2.629071246,0.000509693,0.058223362,2,1.563849145,0.8423699117539025,1.856487421,0.509693,2
B0005,320,92,24,3074.266,40.56886357,2.631343871,0.000509724,0.058693616,1,1.548091525,0.8338820438471476,1.856487421,0.5097240000000001,1
B0005,324,93,24,3066.0,40.27804846,2.698397004,0.000489223,0.056873551,1,1.532375563,0.8254166150905474,1.856487421,0.489223,1
B0005,328,94,24,3056.437,40.29218492,2.633848587,0.000511715,0.058401227,1,1.526952827,0.8224956494332206,1.856487421,0.511715,1
B0005,332,95,24,3048.219,40.18438435,2.671566208,0.000500748,0.057139262,1,1.516957302,0.8171115434667952,1.856487421,0.500748,1
B0005,336,96,24,3039.218,40.32006623,2.654081051,0.000507972,0.056846751,1,1.511897596,0.8143861245155186,1.856487421,0.507972,1
B0005,340,97,24,3039.047,40.33650561,2.656849704,0.000507031,0.059714583,1,1.506563896,0.8115131182459007,1.856487421,0.507031,1
B0005,344,98,24,3030.375,40.43267632,2.636304861,0.000515299,0.057876489,1,1.501545353,0.8088098718122152,1.856487421,0.515299,1
B0005,348,99,24,3021.0,40.31453859,2.699516923,0.000495793,0.057106053,1,1.490844405,0.8030457885876513,1.856487421,0.49579300000000004,1
B0005,352,100,24,3021.75,40.38666186,2.698216006,0.000496173,0.058324401,1,1.485868385,0.800365447237792,1.856487421,0.49617300000000003,1
B0005,356,101,24,3012.265,40.43384613,2.69117076,0.000500044,0.058539887,1,1.480413678,0.7974272603487788,1.856487421,0.500044,1
B0005,360,102,24,3002.641,40.44479269,2.690162319,0.000502076,0.057610002,1,1.475209587,0.7946240681799912,1.856487421,0.502076,1
B0005,364,103,24,3012.0,40.58499656,2.635503445,0.000516916,0.056877441,1,1.485903599,0.8003844153167575,1.856487421,0.5169159999999999,1
B0005,367,104,24,3020.11,40.99869159,2.659475366,0.000511031,0.058412258,2,1.49609183,0.8058723226867477,1.856487421,0.511031,2
B0005,371,105,24,3002.172,40.99780763,2.644555,0.000517425,0.060197891,1,1.480800595,0.7976356738266314,1.856487421,0.5174249999999999,1
B0005,375,106,24,2992.703,40.84213757,2.671960167,0.000509926,0.059883524,1,1.469754327,0.7916855834166193,1.856487421,0.509926,1
B0005,379,107,24,2964.468,40.69012464,2.659821103,0.000516903,0.05887512,1,1.453901227,0.7831462850509667,1.856487421,0.516903,1
B0005,383,108,24,2983.375,40.6993805,2.688360456,0.00050568,0.058445186,1,1.454146207,0.7832782439305308,1.856487421,0.50568,1
B0005,387,109,24,2975.297,41.06026204,2.637672862,0.000524294,0.060551211,1,1.455023752,0.7837509349868091,1.856487421,0.524294,1
B0005,391,110,24,2974.985,41.1969604,2.645120521,0.000521443,0.059950256,1,1.449042164,0.7805289427813473,1.856487421,0.521443,1
B0005,395,111,24,2966.25,40.84446689,2.698012438,0.000505381,0.059565013,1,1.438670937,0.7749424643152484,1.856487421,0.505381,1
B0005,399,112,24,2956.359,40.76420383,2.692894277,0.000508739,0.059853349,1,1.433445432,0.7721277374601722,1.856487421,0.508739,1
B0005,403,113,24,2956.344,41.11212504,2.648392366,0.000523861,0.05874548,1,1.43339589,0.772101051580462,1.856487421,0.523861,1
B0005,407,114,24,2956.406,41.27256612,2.683213476,0.000511781,0.060837671,1,1.428064873,0.7692294905132029,1.856487421,0.511781,1
B0005,411,115,24,2947.266,41.15574924,2.684960445,0.000512964,0.059937628,1,1.422920318,0.7664583675086479,1.856487421,0.512964,1
B0005,415,116,24,2937.984,41.03237217,2.669922121,0.000519508,0.059595887,1,1.417429033,0.7635004778198279,1.856487421,0.519508,1
B0005,419,117,24,2929.125,40.93726991,2.664105531,0.000523178,0.058400744,1,1.412409229,0.7607965521464205,1.856487421,0.523178,1
B0005,423,118,24,2928.454,41.24070461,2.634098606,0.000533651,0.062605064,1,1.412578793,0.7608878880736569,1.856487421,0.533651,1
B0005,427,119,24,2929.375,41.43649988,2.68378703,0.000516495,0.061151954,1,1.407598373,0.7582051766565673,1.856487421,0.5164949999999999,1
B0005,431,120,24,2946.031,41.16703904,2.660031949,0.00051909,0.059630601,1,1.433392049,0.7720989826195004,1.856487421,0.51909,1
B0005,433,121,24,2955.438,41.3621656,2.650011641,0.00052484,0.059630601,3,1.438255018,0.7747184288624382,1.856487421,0.5248400000000001,3
B0005,437,122,24,2937.625,41.02198773,2.693696908,0.000511716,0.06098667,1,1.417354717,0.763460447384308,1.856487421,0.511716,1
B0005,441,123,24,2929.078,40.78818813,2.69707313,0.000512048,0.061004257,1,1.406981664,0.7578729853403083,1.856487421,0.512048,1
B0005,445,124,24,2918.375,40.81506139,2.680699552,0.000519464,0.062329148,1,1.401203778,0.7547607175518805,1.856487421,0.5194639999999999,1
B0005,449,125,24,2919.812,40.85837422,2.669539808,0.00052291,0.061502763,1,1.396700823,0.7523351934416366,1.856487421,0.52291,1
B0005,453,126,24,2900.422,40.83987677,2.671695308,0.000525608,0.06141908,1,1.391284789,0.749417837827623,1.856487421,0.525608,1
B0005,457,127,24,2901.375,40.85376069,2.661289186,0.000528881,0.061216651,1,1.386228768,0.7466944038076518,1.856487421,0.528881,1
B0005,461,128,24,2901.187,40.74795214,2.667817534,0.000526556,0.06270407,1,1.380436676,0.7435744839339797,1.856487421,0.5265559999999999,1
B0005,465,129,24,2891.64,40.68794001,2.684008069,0.000523072,0.061726136,1,1.375236415,0.7407733548009858,1.856487421,0.523072,1
B0005,469,130,24,2882.906,40.78107495,2.658525621,0.000532737,0.061852237,1,1.370512802,0.738228972896445,1.856487421,0.532737,1
B0005,473,131,24,2883.265,40.8815934,2.637225058,0.000540581,0.063103581,1,1.370508557,0.7382266863202194,1.856487421,0.5405810000000001,1
B0005,477,132,24,2882.969,40.81191474,2.651425774,0.000535614,0.062287461,1,1.364735511,0.7351170256057447,1.856487421,0.535614,1
B0005,481,133,24,2891.656,41.11793533,2.676384659,0.000522918,0.062705499,1,1.375392017,0.7408571700739792,1.856487421,0.522918,1
B0005,483,134,24,2901.25,41.24879536,2.69491385,0.000518891,0.062705499,3,1.386111515,0.7466312452865255,1.856487421,0.518891,3
B0005,485,135,24,2891.703,41.16242984,2.697334372,0.000519016,0.062705499,5,1.369850004,0.7378719556646002,1.856487421,0.5190159999999999,5
B0005,489,136,24,2883.016,41.16437555,2.64254026,0.000538733,0.053286382,1,1.364782795,0.7351424952100443,1.856487421,0.538733,1
B0005,493,137,24,2873.453,40.86421618,2.699226258,0.000520812,0.052931475,1,1.354322047,0.7295077961101897,1.856487421,0.5208119999999999,1
B0005,497,138,24,2874.031,41.25434554,2.67648033,0.000528676,0.055889293,1,1.354641702,0.7296799788012137,1.856487421,0.5286759999999999,1
B0005,501,139,24,2874.234,41.45023192,2.642142168,0.000540555,0.058417784,1,1.354703921,0.7297134931678053,1.856487421,0.540555,1
B0005,505,140,24,2864.984,41.27708509,2.644725255,0.00054155,0.056411433,1,1.349314998,0.726810740938492,1.856487421,0.54155,1
B0005,509,141,24,2855.093,41.06460515,2.632270655,0.000547913,0.05568016,1,1.344189194,0.7240497181908996,1.856487421,0.547913,1
B0005,513,142,24,2855.625,40.99284868,2.639100612,0.000545152,0.056210258,1,1.338991379,0.721249906599825,1.856487421,0.5451520000000001,1
B0005,517,143,24,2855.594,41.29040553,2.637841831,0.000545652,0.055794521,1,1.338914523,0.7212085079891312,1.856487421,0.545652,1
B0005,521,144,24,2847.437,41.22740228,2.668286096,0.000536595,0.057799715,1,1.334006676,0.7185648881377473,1.856487421,0.5365949999999999,1
B0005,525,145,24,2847.36,41.04619551,2.649019813,0.00054314,0.055775295,1,1.328644431,0.7156765060569726,1.856487421,0.54314,1
B0005,529,146,24,2837.328,40.85874389,2.664058512,0.000539834,0.056559391,1,1.323170899,0.7127281790507752,1.856487421,0.539834,1
B0005,533,147,24,2837.281,40.79196925,2.688361169,0.000531321,0.053344247,1,1.318169159,0.7100339835806515,1.856487421,0.5313209999999999,1
B0005,537,148,24,2838.515,41.14127834,2.686975384,0.000531395,0.056262479,1,1.318466444,0.7101941166344159,1.856487421,0.5313950000000001,1
B0005,541,149,24,2828.328,41.14429319,2.650753682,0.000546369,0.05339425,1,1.31829304,0.7101007122848693,1.856487421,0.546369,1
B0005,545,150,24,2838.265,40.66184231,2.664632279,0.000535504,0.058545252,1,1.323872422,0.713106055567505,1.856487421,0.535504,1
B0005,548,151,24,2864.547,41.04669454,2.640021184,0.000545014,0.057849417,2,1.360121677,0.7326317763399486,1.856487421,0.545014,2
B0005,552,152,24,2846.39,41.04620532,2.674198661,0.000534538,0.061423857,1,1.339530687,0.7215404057402445,1.856487421,0.534538,1
B0005,556,153,24,2837.969,40.86830264,2.696427051,0.000528306,0.05952338,1,1.329028657,0.7158834700232531,1.856487421,0.5283059999999999,1
B0005,560,154,24,2838.156,40.85283588,2.69283403,0.000529756,0.059261591,1,1.323674127,0.7129992436399062,1.856487421,0.529756,1
B0005,564,155,24,2829.843,40.85270645,2.681747855,0.000535028,0.059523785,1,1.318633897,0.7102843154680335,1.856487421,0.535028,1
B0005,568,156,24,2829.625,40.82632518,2.696791414,0.000529754,0.059676648,1,1.313475132,0.7075055382236279,1.856487421,0.5297540000000001,1
B0005,572,157,24,2819.437,40.90308837,2.664695973,0.000543248,0.059759885,1,1.313202063,0.7073584491580566,1.856487421,0.543248,1
B0005,576,158,24,2819.579,40.84337405,2.679191623,0.000537817,0.059502592,1,1.307795995,0.7044464617463196,1.856487421,0.537817,1
B0005,580,159,24,2810.672,40.81792111,2.699983458,0.000532028,0.059555981,1,1.303032919,0.7018808230319812,1.856487421,0.5320280000000001,1
B0005,584,160,24,2811.485,40.94699385,2.666300787,0.000543877,0.059491365,1,1.303357356,0.7020555815551631,1.856487421,0.543877,1
B0005,588,161,24,2802.422,41.07493806,2.630850137,0.000558387,0.060521149,1,1.303410044,0.7020839620329429,1.856487421,0.5583870000000001,1
B0005,592,162,24,2801.625,41.02476445,2.67334814,0.000543332,0.059826779,1,1.297887081,0.6991090089373679,1.856487421,0.543332,1
B0005,596,163,24,2802.031,41.06214199,2.632763831,0.000557918,0.057944394,1,1.298073506,0.6992094270699613,1.856487421,0.557918,1
B0005,600,164,24,2793.39,40.98366326,2.668737118,0.000546971,0.061759312,1,1.293463614,0.6967263011689429,1.856487421,0.5469710000000001,1
B0005,604,165,24,2793.39,40.98234243,2.696396338,0.000536705,0.05898908,1,1.288003393,0.6937851441547689,1.856487421,0.536705,1
B0005,608,166,24,2792.485,41.06375086,2.679483486,0.000543021,0.057630297,1,1.287452522,0.6934884165853984,1.856487421,0.543021,1
B0005,612,167,24,2802.016,41.04702959,2.678713741,0.000537511,0.057823749,1,1.309015364,0.7051032768619012,1.856487421,0.537511,1
B0005,614,168,24,2820.39,41.0510077,2.65537837,0.00054836,0.057823749,3,1.325079329,0.7137561580063084,1.856487421,0.5483600000000001,3
B0006,2,1,24,3690.234,39.16298653,2.475767757,0.000461774,0.06123359,0,2.035337591,1.0,2.035337591,0.46177399999999996,0
B0006,4,2,24,3672.344,39.24620268,2.351525512,0.000497165,0.06123359,0,2.025140246,0.9949898508016108,2.035337591,0.497165,0
B0006,6,3,24,3651.641,38.99920246,2.440479715,0.000475852,0.06123359,0,2.013326371,0.9891854697238772,2.035337591,0.475852,0
B0006,8,4,24,3631.563,38.84362777,2.479155854,0.000467955,0.06123359,0,2.013284666,0.9891649792655948,2.035337591,0.467955,0
B0006,10,5,24,3629.172,38.97798888,2.280187848,0.000523001,0.06123359,0,2.000528338,0.9828975531361864,2.035337591,0.523001,0
B0006,12,6,24,3652.281,38.83989921,2.439284257,0.000480229,0.06123359,0,2.013899076,0.9894668505633668,2.035337591,0.48022899999999996,0
B0006,14,7,24,3650.828,39.04610837,2.281206845,0.000523861,0.06123359,0,2.013101106,0.9890747927526488,2.035337591,0.523861,0
B0006,16,8,24,3572.453,38.87507521,2.366410527,0.000506771,0.06123359,0,1.968789826,0.9673038196246828,2.035337591,0.5067710000000001,0
B0006,18,9,24,3550.594,38.72605398,2.43602005,0.000490157,0.06123359,0,1.968166176,0.966997408539486,2.035337591,0.49015699999999995,0
B0006,20,10,24,3551.25,38.98629729,2.186437749,0.000560496,0.06123359,0,1.957230792,0.961624646768488,2.035337591,0.560496,0
B0006,22,11,24,3530.25,38.65978862,2.340602361,0.000520353,0.06123359,0,1.945599151,0.955909800714726,2.035337591,0.520353,0
B0006,25,12,24,3491.016,38.84979196,2.426302137,0.000501772,0.06123359,0,1.934750504,0.9505796544785576,2.035337591,0.501772,0
B0006,27,13,24,3470.281,38.75128344,2.47536977,0.000490147,0.06123359,0,1.923279954,0.9449439554914604,2.035337591,0.490147,0
B0006,29,14,24,3470.0,38.76853764,2.342364524,0.000528999,0.06123359,0,1.911889931,0.939347820948294,2.035337591,0.528999,0
B0006,31,15,24,3450.297,38.84686112,2.188400082,0.000576484,0.06123359,0,1.901066714,0.9340301689539228,2.035337591,0.576484,0
B0006,33,16,24,3429.407,38.86588978,2.120698095,0.000599205,0.06123359,0,1.889198995,0.9281993332967436,2.035337591,0.599205,0
B0006,35,17,24,3409.484,38.64757873,2.369981458,0.000530174,0.06123359,0,1.878278372,0.922833823885288,2.035337591,0.530174,0
B0006,37,18,24,3390.422,38.79218188,2.24799165,0.000568768,0.06123359,0,1.867569716,0.9175724578851944,2.035337591,0.5687679999999999,0
B0006,39,19,24,3390.281,38.77022224,2.411531711,0.000520877,0.06123359,0,1.867589257,0.9175820587494864,2.035337591,0.520877,0
B0006,42,20,24,3591.734,37.543206,2.203355847,0.000548824,0.06123359,1,1.979626548,0.9726281068819508,2.035337591,0.548824,1
B0006,46,21,24,3552.297,37.90362578,2.358877512,0.000511316,0.060629915,1,1.957549908,0.9617814345178084,2.035337591,0.5113160000000001,1
B0006,50,22,24,3531.578,37.67016051,2.218672914,0.000554581,0.060859872,1,1.945815017,0.9560158597788116,2.035337591,0.554581,1
B0006,54,23,24,3492.907,37.34166959,2.339723058,0.000525911,0.060064508,1,1.924246112,0.9454186472596822,2.035337591,0.525911,1
B0006,58,24,24,3511.594,37.28979017,2.399750821,0.00050992,0.059131309,1,1.945981133,0.9560974757233776,2.035337591,0.5099199999999999,1
B0006,62,25,24,3431.937,37.16794481,2.491410879,0.00049114,0.060596988,1,1.901407931,0.9341978153441378,2.035337591,0.49114,1
B0006,66,26,24,3431.125,37.51577849,2.138730331,0.000593019,0.060435509,1,1.878674214,0.923028308575076,2.035337591,0.593019,1
B0006,70,27,24,3412.406,37.24165964,2.346064498,0.000536394,0.05988227,1,1.868306133,0.9179342735384088,2.035337591,0.536394,1
